"","subject","session","site","cnr","efc","fber","fwhm","qi1","snr"
"1","0003001",1,"BMB_1",6.56324864205062,0.512694999826771,4.75805990513747,2.92415,0.29641398801013,13.3667683016266
"2","0003002",1,"BMB_1",6.7322656753257,0.473943210329927,3.60306547438589,3.1618,0.297460463516738,14.1921715247308
"3","0003004",1,"BMB_1",11.8920416116175,0.442978122133496,21.2391638210683,2.95997,0.191191691172737,27.7520087280646
"4","0003006",1,"BMB_1",5.56545562318557,0.406462557161029,5.62546544156761,2.89029,0.196061523382352,12.7311001561408
"5","0003008",1,"BMB_1",9.96630095046216,0.403716266618372,17.9697317561526,2.9648,0.168752080369535,23.6395437839782
"6","0003007",1,"BMB_1",9.59807198346095,0.466622565898657,16.5499897361485,3.19287,0.156693712030064,24.5941189748224
"7","0003009",1,"BMB_1",6.21761435363386,0.505320422596053,4.96981950194129,3.03601,0.277720197771961,14.1627139226363
"8","0003010",1,"BMB_1",6.80222833267203,0.460198481479614,5.10454211589932,3.07445,0.302764927650092,14.7502010344503
"9","0003011",1,"BMB_1",6.75676136138352,0.459016351020488,5.90492939489358,3.0363,0.306906023652596,12.6206407437619
"10","0003012",1,"BMB_1",9.30553028788331,0.45825277385369,31.5808319464967,2.98756,0.160008127415758,22.7058503502974
"11","0003013",1,"BMB_1",4.79661256800989,0.460182361811896,3.14092461072212,2.85324,0.249848637130464,11.5299495087893
"12","0003014",1,"BMB_1",4.89821733467903,0.531483879182957,5.16573508258691,3.11075,0.289645377021602,11.3940229842596
"13","0003015",1,"BMB_1",10.4021614052781,0.403687159067588,20.5350219203401,3.16775,0.149331449417391,22.4128587312534
"14","0003016",1,"BMB_1",9.48762839494724,0.495701920234617,14.0853887635349,2.98018,0.104376547474103,23.8763038464616
"15","0003017",1,"BMB_1",7.05346243406727,0.516804340407869,5.08232621844969,2.93132,0.283082970945452,15.2943118488625
"16","0003018",1,"BMB_1",6.17004379620775,0.504085437148197,2.99478267869439,2.86846,0.316400923576726,13.4008217431386
"17","0003020",1,"BMB_1",5.30396537605291,0.511181838441065,4.45749820444292,2.93582,0.295221405565263,12.8984421603165
"18","0003021",1,"BMB_1",10.9826569672151,0.421134501848836,16.1618564956525,2.98189,0.162978399796899,25.3774061009345
"19","0003022",1,"BMB_1",6.18566838503921,0.508406307623071,3.23390145413577,2.88879,0.314547916183375,14.160781373484
"20","0003023",1,"BMB_1",6.04729740949602,0.464432023804619,3.28555893723417,3.11433,0.295597789016083,13.3038360796688
"21","0003024",1,"BMB_1",7.55638516991804,0.443297983188837,10.535113941599,2.75549,0.127295482324044,19.7551245950329
"22","0003025",1,"BMB_1",7.57495011479468,0.490747158795058,3.42810459775928,2.89855,0.28287169018657,16.8185774430563
"23","0003026",1,"BMB_1",5.24822304025851,0.472090141894426,2.45619883281145,2.86785,0.263273037616682,11.186691038772
"24","0003032",1,"BMB_1",7.83102298903265,0.480868165179897,5.02695618470316,3.16772,0.277644142489901,17.4681553560875
"25","0003033",1,"BMB_1",6.50913103528318,0.509659922235295,7.01365609667641,3.16484,0.28473598314079,14.0990094307258
"26","0003034",1,"BMB_1",7.59497039728029,0.37823424350931,40.7512146083303,3.16304,0.197300708304938,23.1989841974169
"27","0003036",1,"BMB_1",8.34842579308508,0.477169253392591,9.83147490362579,3.04535,0.303955466856977,17.4108696057847
"28","0003037",1,"BMB_1",5.55788123079823,0.48400669705693,4.92094467001981,2.91399,0.275968806006729,13.3537251373082
"29","0003038",1,"BMB_1",6.45697937697836,0.526011275776608,4.31466871862498,2.90391,0.296873099748249,15.5141862366564
"30","0003039",1,"BMB_1",7.27498465252644,0.477048590349834,6.39537228783894,3.01938,0.283430596614597,14.1639823356181
